fid,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,census_med_income,census_pov_stat_pop,census_below_pov_line_prev_yr,census_state,census_county,census_pov_rate,pop_dense,field_1,lat,long,tot_num_serv_connects_sdwis,tot_num_serv_connects,tot_num_sl_w_lead,no_lead_serv_connects,unk_mat_serv_connects,pct_lsl_calc
"359","18","135","00446853","18135",Randolph,Randolph County,"06",H1,G4020,,,,A,"1171656639","2420286","+40.1640793","-085.0057896","25211","24710","4209","18","135",17.03,"0","707",40.19828,-84.808066,"1605",,,,,
"360","18","077","00450363","18077",Jefferson,Jefferson County,"06",H1,G4020,"350","31500",,A,"934033957","5843999","+38.7836039","-085.4400900","26527","29671","4055","18","77",13.67,"0","76",38.880528,-85.241196,"1674",1790,0,1790,0,0
"361","18","077","00450363","18077",Jefferson,Jefferson County,"06",H1,G4020,"350","31500",,A,"934033957","5843999","+38.7836039","-085.4400900","26527","29671","4055","18","77",13.67,"0","181",38.890056,-85.51413,"1525",,,,,
"362","18","077","00450363","18077",Jefferson,Jefferson County,"06",H1,G4020,"350","31500",,A,"934033957","5843999","+38.7836039","-085.4400900","26527","29671","4055","18","77",13.67,"0","271",38.720999,-85.467447,"109",,,,,
"363","18","077","00450363","18077",Jefferson,Jefferson County,"06",H1,G4020,"350","31500",,A,"934033957","5843999","+38.7836039","-085.4400900","26527","29671","4055","18","77",13.67,"0","272",38.714164,-85.467087,"1125",,,,,
"364","18","077","00450363","18077",Jefferson,Jefferson County,"06",H1,G4020,"350","31500",,A,"934033957","5843999","+38.7836039","-085.4400900","26527","29671","4055","18","77",13.67,"0","349",38.714226,-85.473571,"2700",,,,,
"365","18","077","00450363","18077",Jefferson,Jefferson County,"06",H1,G4020,"350","31500",,A,"934033957","5843999","+38.7836039","-085.4400900","26527","29671","4055","18","77",13.67,"0","417",38.761359,-85.401483,"50",51,0,51,0,0
"366","18","077","00450363","18077",Jefferson,Jefferson County,"06",H1,G4020,"350","31500",,A,"934033957","5843999","+38.7836039","-085.4400900","26527","29671","4055","18","77",13.67,"0","418",38.736094,-85.380426,"5771",5670,75,5595,0,1.32
"367","18","077","00450363","18077",Jefferson,Jefferson County,"06",H1,G4020,"350","31500",,A,"934033957","5843999","+38.7836039","-085.4400900","26527","29671","4055","18","77",13.67,"0","605",38.735893,-85.379958,"796",795,0,795,0,0
"368","18","167","00450398","18167",Vigo,Vigo County,"06",H1,G4020,,"45460",,A,"1044993095","18068475","+39.4291426","-087.3903754","21880","98629","19632","18","167",19.9,"0","215",39.414293,-87.451288,"15",15,,15,,
"369","18","167","00450398","18167",Vigo,Vigo County,"06",H1,G4020,,"45460",,A,"1044993095","18068475","+39.4291426","-087.3903754","21880","98629","19632","18","167",19.9,"0","326",39.476828,-87.417317,"24289",30500,6500,18000,6000,21.31
"370","18","167","00450398","18167",Vigo,Vigo County,"06",H1,G4020,,"45460",,A,"1044993095","18068475","+39.4291426","-087.3903754","21880","98629","19632","18","167",19.9,"0","338",39.520324,-87.360319,"15",,,,,
"371","18","167","00450398","18167",Vigo,Vigo County,"06",H1,G4020,,"45460",,A,"1044993095","18068475","+39.4291426","-087.3903754","21880","98629","19632","18","167",19.9,"0","393",39.553023,-87.494248,"30",,,,,
"372","18","167","00450398","18167",Vigo,Vigo County,"06",H1,G4020,,"45460",,A,"1044993095","18068475","+39.4291426","-087.3903754","21880","98629","19632","18","167",19.9,"0","462",39.498116,-87.410626,"34",36,0,36,,0
"373","18","167","00450398","18167",Vigo,Vigo County,"06",H1,G4020,,"45460",,A,"1044993095","18068475","+39.4291426","-087.3903754","21880","98629","19632","18","167",19.9,"0","593",39.385267,-87.482217,"28",28,0,28,0,0
"374","18","167","00450398","18167",Vigo,Vigo County,"06",H1,G4020,,"45460",,A,"1044993095","18068475","+39.4291426","-087.3903754","21880","98629","19632","18","167",19.9,"0","616",39.4921,-87.2651,"2500",2300,240,2349,1200,10.43
"375","18","167","00450398","18167",Vigo,Vigo County,"06",H1,G4020,,"45460",,A,"1044993095","18068475","+39.4291426","-087.3903754","21880","98629","19632","18","167",19.9,"0","632",39.510464,-87.460613,"48",42,0,42,0,0
"376","18","167","00450398","18167",Vigo,Vigo County,"06",H1,G4020,,"45460",,A,"1044993095","18068475","+39.4291426","-087.3903754","21880","98629","19632","18","167",19.9,"0","668",39.279777,-87.331426,"865",,,,,
"377","18","167","00450398","18167",Vigo,Vigo County,"06",H1,G4020,,"45460",,A,"1044993095","18068475","+39.4291426","-087.3903754","21880","98629","19632","18","167",19.9,"0","711",39.524969,-87.37302,"16",30,,30,,
"378","18","167","00450398","18167",Vigo,Vigo County,"06",H1,G4020,,"45460",,A,"1044993095","18068475","+39.4291426","-087.3903754","21880","98629","19632","18","167",19.9,"0","748",39.465718,-87.448979,"1656",,,,,
"379","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","57",41.716605,-85.790839,"70",,,,,
"380","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","58",41.721439,-85.817495,"667",,,,,
"381","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","122",41.708332,-86.061797,"349",,,,,
"382","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","157",41.44244,-86.001613,"44",,,,,
"383","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","199",41.658586,-86.026386,"76",75,,,75,
"384","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","200",41.676487,-86.004065,"17577",20260,145,12025,8090,0.72
"385","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","251",41.589721,-85.83235,"10407",10637,1600,10637,1348,15.04
"386","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","430",41.730405,-85.913703,"51",50,0,50,,0
"387","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","438",41.675328,-85.706101,"1300",1489,115,1374,,7.72
"388","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","444",41.527827,-85.694433,"363",371,71,300,0,19.14
"389","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","470",41.442891,-85.999728,"2650",1838,1,434,1403,0.05
"390","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","503",41.678025,-85.910068,"121",,,,,
"391","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","543",41.725091,-85.708183,"125",,,,,
"392","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","548",41.527827,-85.694433,"32",,,,,
"393","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","634",41.555469,-85.847042,"40",,,,,
"394","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","681",41.741708,-85.660261,"25",,,,,
"395","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","690",41.700912,-85.870005,"570",570,0,570,0,0
"396","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","694",41.52112,-85.701402,"423",432,7,400,25,1.62
"397","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","706",41.639446,-85.82484,"15",,,,,
"398","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","727",41.53616,-86.020833,"700",700,50,600,50,7.14
"399","18","039","00450348","18039",Elkhart,Elkhart County,"06",H1,G4020,"515","21140",,A,"1199614707","12423391","+41.6006928","-085.8639864","26520","198936","27452","18","39",13.8,"0","754",41.583447,-85.858918,"198",,,,,
"400","18","043","00450350","18043",Floyd,Floyd County,"06",H1,G4020,"350","31140",,A,"383225658","2708194","+38.3179365","-085.9114742","29984","75023","8104","18","43",10.8,"0","197",38.283555,-85.911347,"3977",4100,0,4100,0,0
"401","18","043","00450350","18043",Floyd,Floyd County,"06",H1,G4020,"350","31140",,A,"383225658","2708194","+38.3179365","-085.9114742","29984","75023","8104","18","43",10.8,"0","219",38.379554,-85.995005,"2291",2240,0,2240,0,0
"402","18","043","00450350","18043",Floyd,Floyd County,"06",H1,G4020,"350","31140",,A,"383225658","2708194","+38.3179365","-085.9114742","29984","75023","8104","18","43",10.8,"0","242",38.294512,-85.975524,"1300",,,,,
"403","18","043","00450350","18043",Floyd,Floyd County,"06",H1,G4020,"350","31140",,A,"383225658","2708194","+38.3179365","-085.9114742","29984","75023","8104","18","43",10.8,"0","262",38.372564,-85.986359,"1815",1786,,100,1686,
"404","18","043","00450350","18043",Floyd,Floyd County,"06",H1,G4020,"350","31140",,A,"383225658","2708194","+38.3179365","-085.9114742","29984","75023","8104","18","43",10.8,"0","737",38.294705,-85.804158,"96",,,,,
"405","18","087","00450368","18087",LaGrange,LaGrange County,"06",H1,G4020,,,,A,"983237213","18317909","+41.6424683","-085.4263018","29224","38265","3489","18","87",9.12,"0","213",41.641717,-85.416647,"14",14,0,14,0,0
"406","18","087","00450368","18087",LaGrange,LaGrange County,"06",H1,G4020,,,,A,"983237213","18317909","+41.6424683","-085.4263018","29224","38265","3489","18","87",9.12,"0","370",41.656572,-85.425944,"1287",,,,,
"407","18","087","00450368","18087",LaGrange,LaGrange County,"06",H1,G4020,,,,A,"983237213","18317909","+41.6424683","-085.4263018","29224","38265","3489","18","87",9.12,"0","498",41.632894,-85.419472,"21",20,0,20,0,0
"408","18","087","00450368","18087",LaGrange,LaGrange County,"06",H1,G4020,,,,A,"983237213","18317909","+41.6424683","-085.4263018","29224","38265","3489","18","87",9.12,"0","625",41.672828,-85.580263,"456",445,0,445,0,0
"409","18","061","00451677","18061",Harrison,Harrison County,"06",H1,G4020,"350","31140",,A,"1254889443","5193189","+38.1864398","-086.1036808","27080","38900","5005","18","61",12.87,"0","131",38.210999,-86.12753,"2300",,,,,
"410","18","061","00451677","18061",Harrison,Harrison County,"06",H1,G4020,"350","31140",,A,"1254889443","5193189","+38.1864398","-086.1036808","27080","38900","5005","18","61",12.87,"0","385",38.237013,-85.985801,"407",416,0,416,0,0
"411","18","061","00451677","18061",Harrison,Harrison County,"06",H1,G4020,"350","31140",,A,"1254889443","5193189","+38.1864398","-086.1036808","27080","38900","5005","18","61",12.87,"0","523",38.40784,-86.109975,"1535",1550,,1550,,
"412","18","061","00451677","18061",Harrison,Harrison County,"06",H1,G4020,"350","31140",,A,"1254889443","5193189","+38.1864398","-086.1036808","27080","38900","5005","18","61",12.87,"0","566",38.306758,-86.165002,"5384",,,,,
"413","18","061","00451677","18061",Harrison,Harrison County,"06",H1,G4020,"350","31140",,A,"1254889443","5193189","+38.1864398","-086.1036808","27080","38900","5005","18","61",12.87,"0","637",38.212012,-86.121915,"3249",3215,0,3215,0,0
"414","18","061","00451677","18061",Harrison,Harrison County,"06",H1,G4020,"350","31140",,A,"1254889443","5193189","+38.1864398","-086.1036808","27080","38900","5005","18","61",12.87,"0","696",38.126624,-85.974546,"1476",1480,20,1480,0,1.35
"415","18","083","00450366","18083",Knox,Knox County,"06",H1,G4020,,"47180",,A,"1336511182","20758112","+38.6883910","-087.4203544","24396","35266","5512","18","83",15.63,"0","40",38.773856,-87.306442,"1505",1505,200,,,13.29
"416","18","083","00450366","18083",Knox,Knox County,"06",H1,G4020,,"47180",,A,"1336511182","20758112","+38.6883910","-087.4203544","24396","35266","5512","18","83",15.63,"0","65",38.759491,-87.415574,"225",,,,,
"417","18","083","00450366","18083",Knox,Knox County,"06",H1,G4020,,"47180",,A,"1336511182","20758112","+38.6883910","-087.4203544","24396","35266","5512","18","83",15.63,"0","168",38.861196,-87.302036,"109",0,0,,109,
"418","18","083","00450366","18083",Knox,Knox County,"06",H1,G4020,,"47180",,A,"1336511182","20758112","+38.6883910","-087.4203544","24396","35266","5512","18","83",15.63,"0","196",38.860879,-87.302772,"191",0,0,,191,
"419","18","083","00450366","18083",Knox,Knox County,"06",H1,G4020,,"47180",,A,"1336511182","20758112","+38.6883910","-087.4203544","24396","35266","5512","18","83",15.63,"0","231",38.865036,-87.305652,"440",0,0,0,440,
"420","18","083","00450366","18083",Knox,Knox County,"06",H1,G4020,,"47180",,A,"1336511182","20758112","+38.6883910","-087.4203544","24396","35266","5512","18","83",15.63,"0","359",38.680979,-87.423293,"1263",1266,,,800,
"421","18","083","00450366","18083",Knox,Knox County,"06",H1,G4020,,"47180",,A,"1336511182","20758112","+38.6883910","-087.4203544","24396","35266","5512","18","83",15.63,"0","452",38.615326,-87.354461,"325",325,0,325,0,0
"422","18","083","00450366","18083",Knox,Knox County,"06",H1,G4020,,"47180",,A,"1336511182","20758112","+38.6883910","-087.4203544","24396","35266","5512","18","83",15.63,"0","610",38.896435,-87.186679,"285",,,,,
"423","18","083","00450366","18083",Knox,Knox County,"06",H1,G4020,,"47180",,A,"1336511182","20758112","+38.6883910","-087.4203544","24396","35266","5512","18","83",15.63,"0","726",38.67863,-87.529965,"8241",8700,200,8500,0,2.3
"424","18","131","00446852","18131",Pulaski,Pulaski County,"06",H1,G4020,,,,A,"1123146087","2291536","+41.0452718","-086.6925383","26714","12599","1663","18","131",13.2,"0","226",40.985317,-86.879461,"453",,,,,
"425","18","131","00446852","18131",Pulaski,Pulaski County,"06",H1,G4020,,,,A,"1123146087","2291536","+41.0452718","-086.6925383","26714","12599","1663","18","131",13.2,"0","432",41.080515,-86.888483,"249",,,,,
"426","18","131","00446852","18131",Pulaski,Pulaski County,"06",H1,G4020,,,,A,"1123146087","2291536","+41.0452718","-086.6925383","26714","12599","1663","18","131",13.2,"0","764",41.050842,-86.605077,"1200",,,,,
"427","18","013","00451684","18013",Brown,Brown County,"06",H1,G4020,"294","26900",,A,"808043862","12025993","+39.1928644","-086.2397283","28299","14841","1566","18","13",10.55,"0","63",39.269419,-86.2497,"5250",5500,0,3500,2000,0
"428","18","013","00451684","18013",Brown,Brown County,"06",H1,G4020,"294","26900",,A,"808043862","12025993","+39.1928644","-086.2397283","28299","14841","1566","18","13",10.55,"0","129",39.31854,-86.115538,"1356",1348,0,1248,100,0
"429","18","013","00451684","18013",Brown,Brown County,"06",H1,G4020,"294","26900",,A,"808043862","12025993","+39.1928644","-086.2397283","28299","14841","1566","18","13",10.55,"0","471",39.20725,-86.246954,"1326",1310,0,1310,,0
"430","18","019","00450340","18019",Clark,Clark County,"06",H1,G4020,"350","31140",,A,"965646802","9223876","+38.4762174","-085.7111221","28714","113021","10981","18","19",9.72,"0","51",38.466728,-85.945804,"3961",,,,,
"431","18","019","00450340","18019",Clark,Clark County,"06",H1,G4020,"350","31140",,A,"965646802","9223876","+38.4762174","-085.7111221","28714","113021","10981","18","19",9.72,"0","99",38.443689,-85.660999,"2700",,,,,
"432","18","019","00450340","18019",Clark,Clark County,"06",H1,G4020,"350","31140",,A,"965646802","9223876","+38.4762174","-085.7111221","28714","113021","10981","18","19",9.72,"0","100",38.444905,-85.609168,"66",82,0,79,3,0
"433","18","019","00450340","18019",Clark,Clark County,"06",H1,G4020,"350","31140",,A,"965646802","9223876","+38.4762174","-085.7111221","28714","113021","10981","18","19",9.72,"0","428",38.540475,-85.668498,"2300",,,,,
"434","18","019","00450340","18019",Clark,Clark County,"06",H1,G4020,"350","31140",,A,"965646802","9223876","+38.4762174","-085.7111221","28714","113021","10981","18","19",9.72,"0","602",38.541728,-85.767744,"3100",3100,0,3100,0,0
"435","18","019","00450340","18019",Clark,Clark County,"06",H1,G4020,"350","31140",,A,"965646802","9223876","+38.4762174","-085.7111221","28714","113021","10981","18","19",9.72,"0","617",38.398122,-85.754964,"4966",,,,,
"436","18","019","00450340","18019",Clark,Clark County,"06",H1,G4020,"350","31140",,A,"965646802","9223876","+38.4762174","-085.7111221","28714","113021","10981","18","19",9.72,"0","628",38.371011,-85.777357,"7221",7571,0,7571,,0
"437","18","019","00450340","18019",Clark,Clark County,"06",H1,G4020,"350","31140",,A,"965646802","9223876","+38.4762174","-085.7111221","28714","113021","10981","18","19",9.72,"0","669",38.41323,-85.762202,"37",,,,,
"438","18","019","00450340","18019",Clark,Clark County,"06",H1,G4020,"350","31140",,A,"965646802","9223876","+38.4762174","-085.7111221","28714","113021","10981","18","19",9.72,"0","675",38.459429,-85.535449,"75",101,,,101,
"439","18","019","00450340","18019",Clark,Clark County,"06",H1,G4020,"350","31140",,A,"965646802","9223876","+38.4762174","-085.7111221","28714","113021","10981","18","19",9.72,"0","734",38.563118,-85.539683,"1616",,,,,
"440","18","019","00450340","18019",Clark,Clark County,"06",H1,G4020,"350","31140",,A,"965646802","9223876","+38.4762174","-085.7111221","28714","113021","10981","18","19",9.72,"0","740",38.355484,-85.707537,"5706",6060,,200,5860,
"441","18","109","00450375","18109",Morgan,Morgan County,"06",H1,G4020,"294","26900",,A,"1046298638","14115819","+39.4826458","-086.4474573","28173","68188","8073","18","109",11.84,"0","60",39.53879,-86.369974,"570",561,0,561,0,0
"442","18","109","00450375","18109",Morgan,Morgan County,"06",H1,G4020,"294","26900",,A,"1046298638","14115819","+39.4826458","-086.4474573","28173","68188","8073","18","109",11.84,"0","107",39.429339,-86.404097,"1693",2247,0,2247,0,0
"443","18","109","00450375","18109",Morgan,Morgan County,"06",H1,G4020,"294","26900",,A,"1046298638","14115819","+39.4826458","-086.4474573","28173","68188","8073","18","109",11.84,"0","136",39.617641,-86.437274,"511",,,,,
"444","18","109","00450375","18109",Morgan,Morgan County,"06",H1,G4020,"294","26900",,A,"1046298638","14115819","+39.4826458","-086.4474573","28173","68188","8073","18","109",11.84,"0","284",39.612824,-86.37416,"2985",2950,0,2950,0,0
"445","18","109","00450375","18109",Morgan,Morgan County,"06",H1,G4020,"294","26900",,A,"1046298638","14115819","+39.4826458","-086.4474573","28173","68188","8073","18","109",11.84,"0","313",39.612737,-86.384027,"3811",3800,100,3650,50,2.63
"446","18","109","00450375","18109",Morgan,Morgan County,"06",H1,G4020,"294","26900",,A,"1046298638","14115819","+39.4826458","-086.4474573","28173","68188","8073","18","109",11.84,"0","423",39.476014,-86.393395,"615",,,,,
"447","18","109","00450375","18109",Morgan,Morgan County,"06",H1,G4020,"294","26900",,A,"1046298638","14115819","+39.4826458","-086.4474573","28173","68188","8073","18","109",11.84,"0","427",39.427825,-86.428328,"4882",4320,1200,320,4000,27.78
"448","18","109","00450375","18109",Morgan,Morgan County,"06",H1,G4020,"294","26900",,A,"1046298638","14115819","+39.4826458","-086.4474573","28173","68188","8073","18","109",11.84,"0","459",39.427825,-86.428328,"3000",3300,,3300,,
"449","18","109","00450375","18109",Morgan,Morgan County,"06",H1,G4020,"294","26900",,A,"1046298638","14115819","+39.4826458","-086.4474573","28173","68188","8073","18","109",11.84,"0","460",39.371437,-86.261102,"417",416,,416,0,
"450","18","109","00450375","18109",Morgan,Morgan County,"06",H1,G4020,"294","26900",,A,"1046298638","14115819","+39.4826458","-086.4474573","28173","68188","8073","18","109",11.84,"0","522",39.426636,-86.428852,"611",,,,,
"451","18","109","00450375","18109",Morgan,Morgan County,"06",H1,G4020,"294","26900",,A,"1046298638","14115819","+39.4826458","-086.4474573","28173","68188","8073","18","109",11.84,"0","525",39.395044,-86.562915,"351",367,0,367,0,0
"452","18","053","00450355","18053",Grant,Grant County,"06",H1,G4020,,"31980",,A,"1072452772","2133506","+40.5157575","-085.6549455","21587","62294","11878","18","53",19.07,"0","49",40.557585,-85.658699,"15",,,,,
"453","18","053","00450355","18053",Grant,Grant County,"06",H1,G4020,,"31980",,A,"1072452772","2133506","+40.5157575","-085.6549455","21587","62294","11878","18","53",19.07,"0","144",40.380081,-85.653725,"38",,,,,
"454","18","053","00450355","18053",Grant,Grant County,"06",H1,G4020,,"31980",,A,"1072452772","2133506","+40.5157575","-085.6549455","21587","62294","11878","18","53",19.07,"0","170",40.52091,-85.64088,"56",,,,,
"455","18","053","00450355","18053",Grant,Grant County,"06",H1,G4020,,"31980",,A,"1072452772","2133506","+40.5157575","-085.6549455","21587","62294","11878","18","53",19.07,"0","209",40.415755,-85.652415,"1160",,,,,
"456","18","053","00450355","18053",Grant,Grant County,"06",H1,G4020,,"31980",,A,"1072452772","2133506","+40.5157575","-085.6549455","21587","62294","11878","18","53",19.07,"0","236",40.488842,-85.613099,"2540",2400,100,2300,,4.17
"457","18","053","00450355","18053",Grant,Grant County,"06",H1,G4020,,"31980",,A,"1072452772","2133506","+40.5157575","-085.6549455","21587","62294","11878","18","53",19.07,"0","347",40.481863,-85.628225,"900",850,,,850,
"458","18","053","00450355","18053",Grant,Grant County,"06",H1,G4020,,"31980",,A,"1072452772","2133506","+40.5157575","-085.6549455","21587","62294","11878","18","53",19.07,"0","399",40.414636,-85.650886,"36",,,,,
"459","18","053","00450355","18053",Grant,Grant County,"06",H1,G4020,,"31980",,A,"1072452772","2133506","+40.5157575","-085.6549455","21587","62294","11878","18","53",19.07,"0","424",40.579127,-85.658449,"10685",,,,,
"460","18","053","00450355","18053",Grant,Grant County,"06",H1,G4020,,"31980",,A,"1072452772","2133506","+40.5157575","-085.6549455","21587","62294","11878","18","53",19.07,"0","607",40.532254,-85.540295,"66",,,,,
"461","18","053","00450355","18053",Grant,Grant County,"06",H1,G4020,,"31980",,A,"1072452772","2133506","+40.5157575","-085.6549455","21587","62294","11878","18","53",19.07,"0","678",40.508372,-85.825538,"490",,,,,
"462","18","053","00450355","18053",Grant,Grant County,"06",H1,G4020,,"31980",,A,"1072452772","2133506","+40.5157575","-085.6549455","21587","62294","11878","18","53",19.07,"0","710",40.475597,-85.494417,"951",,,,,
"463","18","053","00450355","18053",Grant,Grant County,"06",H1,G4020,,"31980",,A,"1072452772","2133506","+40.5157575","-085.6549455","21587","62294","11878","18","53",19.07,"0","717",40.617809,-85.505354,"381",388,,250,138,
"464","18","141","00452855","18141",St. Joseph,St. Joseph County,"06",H1,G4020,"515","43780",,A,"1185912330","9070753","+41.6176989","-086.2881592","25095","256798","44003","18","141",17.14,"0","117",41.590552,-86.280217,"227",,,,,
"465","18","141","00452855","18141",St. Joseph,St. Joseph County,"06",H1,G4020,"515","43780",,A,"1185912330","9070753","+41.6176989","-086.2881592","25095","256798","44003","18","141",17.14,"0","267",41.733706,-86.484886,"26",,,,,
"466","18","141","00452855","18141",St. Joseph,St. Joseph County,"06",H1,G4020,"515","43780",,A,"1185912330","9070753","+41.6176989","-086.2881592","25095","256798","44003","18","141",17.14,"0","291",41.466711,-86.483068,"33",,,,,
"467","18","141","00452855","18141",St. Joseph,St. Joseph County,"06",H1,G4020,"515","43780",,A,"1185912330","9070753","+41.6176989","-086.2881592","25095","256798","44003","18","141",17.14,"0","382",41.523739,-86.274102,"320",560,,330,230,
"468","18","141","00452855","18141",St. Joseph,St. Joseph County,"06",H1,G4020,"515","43780",,A,"1185912330","9070753","+41.6176989","-086.2881592","25095","256798","44003","18","141",17.14,"0","447",41.661914,-86.178971,"17457",18359,4602,11171,2586,25.07
"469","18","141","00452855","18141",St. Joseph,St. Joseph County,"06",H1,G4020,"515","43780",,A,"1185912330","9070753","+41.6176989","-086.2881592","25095","256798","44003","18","141",17.14,"0","474",41.693873,-86.468711,"860",803,342,451,10,42.59
"470","18","141","00452855","18141",St. Joseph,St. Joseph County,"06",H1,G4020,"515","43780",,A,"1185912330","9070753","+41.6176989","-086.2881592","25095","256798","44003","18","141",17.14,"0","493",41.534867,-86.429889,"708",,,,,
"471","18","141","00452855","18141",St. Joseph,St. Joseph County,"06",H1,G4020,"515","43780",,A,"1185912330","9070753","+41.6176989","-086.2881592","25095","256798","44003","18","141",17.14,"0","559",41.667126,-86.227462,"30",,,,,
"472","18","141","00452855","18141",St. Joseph,St. Joseph County,"06",H1,G4020,"515","43780",,A,"1185912330","9070753","+41.6176989","-086.2881592","25095","256798","44003","18","141",17.14,"0","631",41.707304,-86.256745,"33",,,,,
"473","18","141","00452855","18141",St. Joseph,St. Joseph County,"06",H1,G4020,"515","43780",,A,"1185912330","9070753","+41.6176989","-086.2881592","25095","256798","44003","18","141",17.14,"0","633",41.643629,-86.198541,"8",1,0,1,0,0
"474","18","141","00452855","18141",St. Joseph,St. Joseph County,"06",H1,G4020,"515","43780",,A,"1185912330","9070753","+41.6176989","-086.2881592","25095","256798","44003","18","141",17.14,"0","636",41.686049,-86.250553,"41729",41729,24000,17000,,57.51
"475","18","141","00452855","18141",St. Joseph,St. Joseph County,"06",H1,G4020,"515","43780",,A,"1185912330","9070753","+41.6176989","-086.2881592","25095","256798","44003","18","141",17.14,"0","674",41.603226,-86.279959,"34",,,,,
"476","18","141","00452855","18141",St. Joseph,St. Joseph County,"06",H1,G4020,"515","43780",,A,"1185912330","9070753","+41.6176989","-086.2881592","25095","256798","44003","18","141",17.14,"0","709",41.706346,-86.236201,"165",150,0,150,0,0
"477","18","141","00452855","18141",St. Joseph,St. Joseph County,"06",H1,G4020,"515","43780",,A,"1185912330","9070753","+41.6176989","-086.2881592","25095","256798","44003","18","141",17.14,"0","729",41.467121,-86.482295,"854",854,729,125,854,85.36
"478","18","149","00450389","18149",Starke,Starke County,"06",H1,G4020,,,,A,"800678470","7930487","+41.2844785","-086.6446359","22825","22868","3818","18","149",16.7,"0","269",41.380954,-86.582019,"347",,,,,
"479","18","149","00450389","18149",Starke,Starke County,"06",H1,G4020,,,,A,"800678470","7930487","+41.2844785","-086.6446359","22825","22868","3818","18","149",16.7,"0","360",41.302172,-86.619789,"1513",1450,600,850,,41.38
"480","18","149","00450389","18149",Starke,Starke County,"06",H1,G4020,,,,A,"800678470","7930487","+41.2844785","-086.6446359","22825","22868","3818","18","149",16.7,"0","491",41.217237,-86.775165,"869",873,23,850,0,2.63
